Symbol,Timeframe,RangeStartHour,RangeStartMinute,RangeStartHHMM,RangeDur,StratMode,RRR,RiskPct,MC_Seed,MC_Stress,MC_SpreadMult,MC_SlipPts,MC_DelayMs,MC_FailProb,MC_SignalsTotal,MC_SignalsSkipped,MC_SkipRate,Trades,WinTrades,WinRatePct,NetProfit,GrossProfit,GrossLoss,ProfitFactor,MaxDD_Pct,Sharpe,AvgSpreadPts_Exec,MC_EntryBufferPts_LastSignal,DeviationPts,RangeSizePts_Avg,RangeSizePts_Max,DaysWithRange,MC_SpreadMult_Min,MC_SpreadMult_Max,MC_SlipPts_Min,MC_SlipPts_Max,MC_DelayMs_Min,MC_DelayMs_Max,MC_FailProb_Min,MC_FailProb_Max,EntryFills,SlipFillVsRefPts_Avg,SlipFillVsReqPts_Avg,SlipFillVsRefPts_Max,SlipFillVsReqPts_Max,Profit_Long,Profit_Short,WinRate_Long,WinRate_Short,MaxConsecLosses
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,172,3.00,1.1465,393,752,0.038328,502,17,0.033865,483,227,47.00,1424.29,20870.91,-19446.62,1.07,14.76,1.21,185.69,422.30,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,483,0.00,393.00,0.00,393.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,174,2.50,1.1202,155,762,0.085199,531,43,0.080979,486,233,47.94,2957.43,23347.21,-20389.78,1.15,12.72,2.33,185.52,179.04,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,155.00,0.00,155.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,180,1.00,1.0382,56,467,0.012905,496,6,0.012097,488,231,47.34,2890.14,24095.81,-21205.67,1.14,14.09,2.23,186.05,63.64,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,56.00,0.00,56.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,176,2.00,1.0935,387,718,0.032069,498,10,0.020080,486,231,47.53,1703.51,21266.96,-19563.45,1.09,13.96,1.41,186.05,405.71,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,387.00,0.00,387.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,14,1.00,1.0051,166,168,0.017766,501,11,0.021956,488,237,48.57,3168.39,24505.80,-21337.41,1.15,15.14,2.43,186.50,167.03,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,166.00,0.00,166.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,342,2.00,1.1762,167,116,0.022346,504,14,0.027778,488,236,48.36,2567.13,23210.88,-20643.75,1.12,14.17,2.01,185.71,202.25,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,167.00,0.00,167.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,12,1.50,1.0082,52,171,0.066497,525,37,0.070476,486,233,47.94,1585.59,21924.26,-20338.67,1.08,17.17,1.32,186.75,53.64,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,52.00,0.00,52.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,8,2.50,1.0127,430,14,0.094922,531,47,0.088512,484,228,47.11,1301.11,20962.81,-19661.70,1.07,16.60,1.12,185.79,432.54,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,484,0.00,430.00,0.00,430.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,346,1.00,1.0713,146,166,0.008043,492,2,0.004065,488,235,48.16,3017.18,24227.18,-21210.00,1.14,15.07,2.31,186.41,160.26,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,146.00,0.00,146.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,10,2.00,1.0108,206,120,0.041792,509,21,0.041257,486,234,48.15,2662.93,23283.10,-20620.17,1.13,13.71,2.07,185.68,208.17,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,206.00,0.00,206.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,344,1.50,1.1240,22,168,0.051914,514,26,0.050584,486,240,49.38,3196.38,24566.43,-21370.05,1.15,14.13,2.44,186.22,46.80,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,22.00,0.00,22.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,340,2.50,1.2277,380,10,0.075475,528,42,0.079545,485,228,47.01,1069.14,20477.47,-19408.33,1.06,16.42,0.93,185.93,425.55,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,380.00,0.00,380.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,178,1.50,1.0661,187,620,0.059204,523,34,0.065010,487,232,47.64,2767.22,22607.89,-19840.67,1.14,9.79,2.20,185.98,200.22,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,187.00,0.00,187.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,173,3.00,1.1472,589,1733,0.011762,486,3,0.006173,483,226,46.79,703.22,19756.25,-19053.03,1.04,15.19,0.62,186.08,618.44,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,483,0.00,589.00,0.00,589.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,339,3.00,1.2795,260,830,0.002039,488,0,0.000000,486,231,47.53,1890.26,21895.14,-20004.88,1.09,14.35,1.54,185.82,315.91,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,260.00,0.00,260.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,7,3.00,1.0149,319,836,0.021485,494,7,0.014170,485,232,47.84,2379.70,22381.85,-20002.15,1.12,12.81,1.89,185.96,321.98,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,319.00,0.00,319.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,175,2.50,1.1210,319,80,0.058635,522,35,0.067050,485,232,47.84,1633.16,21332.34,-19699.18,1.08,16.14,1.36,185.83,343.20,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,319.00,0.00,319.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,181,1.00,1.0384,121,194,0.049623,523,33,0.063098,488,238,48.77,3984.06,25696.85,-21712.79,1.18,13.85,2.94,186.30,128.68,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,121.00,0.00,121.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,15,1.00,1.0053,31,495,0.004483,493,3,0.006085,488,232,47.54,2600.69,23809.60,-21208.91,1.12,13.38,2.02,185.74,32.06,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,31.00,0.00,31.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,177,2.00,1.0940,118,172,0.005502,492,2,0.004065,488,235,48.16,3010.55,24227.47,-21216.92,1.14,15.09,2.30,186.66,136.80,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,118.00,0.00,118.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,343,2.00,1.1767,298,770,0.095782,544,58,0.106618,484,230,47.52,805.54,19450.75,-18645.21,1.04,16.46,0.72,185.75,333.34,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,484,0.00,298.00,0.00,298.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,13,1.50,1.0087,150,662,0.046574,516,28,0.054264,487,232,47.64,3240.00,24757.89,-21517.89,1.15,11.37,2.46,186.00,151.73,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,150.00,0.00,150.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,347,1.00,1.0715,11,494,0.044761,513,23,0.044834,488,233,47.75,3006.60,24059.48,-21052.88,1.14,14.33,2.32,185.74,25.29,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,9,2.50,1.0135,94,832,0.068355,521,33,0.063340,486,228,46.91,2319.92,22988.88,-20668.96,1.11,14.80,1.88,185.90,96.70,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,94.00,0.00,94.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,11,2.00,1.0113,338,774,0.015226,498,10,0.020080,486,229,47.12,1789.61,21581.86,-19792.25,1.09,15.10,1.48,185.69,340.26,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,338.00,0.00,338.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,345,1.50,1.1244,120,659,0.031990,506,17,0.033597,487,230,47.23,2498.11,22858.46,-20360.35,1.12,13.78,1.98,185.94,144.89,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,120.00,0.00,120.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,341,2.50,1.2285,44,827,0.048912,518,29,0.055985,487,228,46.82,1843.55,22342.60,-20499.05,1.09,13.31,1.52,185.97,89.70,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,44.00,0.00,44.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,179,1.50,1.0665,285,210,0.039282,513,26,0.050682,485,236,48.66,2679.29,23279.31,-20600.02,1.13,15.07,2.11,186.49,298.31,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,285.00,0.00,285.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,176,2.50,1.1216,483,897,0.032069,495,10,0.020202,485,229,47.22,1001.85,20135.31,-19133.46,1.05,15.40,0.87,186.39,507.32,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,483.00,0.00,483.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,174,3.00,1.1480,186,914,0.085199,531,44,0.082863,485,232,47.84,2847.82,22961.58,-20113.76,1.14,12.02,2.26,185.92,215.59,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,186.00,0.00,186.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,340,3.00,1.2803,456,11,0.075475,528,44,0.083333,484,227,46.90,509.04,19341.46,-18832.42,1.03,17.14,0.46,185.98,512.06,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,484,0.00,456.00,0.00,456.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,8,3.00,1.0156,516,17,0.094922,530,49,0.092453,481,227,47.19,812.67,20206.86,-19394.19,1.04,17.73,0.72,185.83,519.13,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,481,0.00,516.00,0.00,516.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,182,1.00,1.0386,187,522,0.036341,508,18,0.035433,488,232,47.54,3259.60,23807.00,-20547.40,1.16,11.89,2.50,185.69,194.72,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,187.00,0.00,187.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,16,1.00,1.0055,97,223,0.041203,508,18,0.035433,488,234,47.95,2921.05,24015.24,-21094.19,1.14,14.43,2.28,186.32,98.10,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,97.00,0.00,97.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,344,2.00,1.1772,29,224,0.069219,528,41,0.077652,485,240,49.48,2905.43,23830.97,-20925.54,1.14,14.42,2.27,186.01,64.43,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,29.00,0.00,29.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,178,2.00,1.0945,249,826,0.078939,528,40,0.075758,486,233,47.94,2392.05,22019.84,-19627.79,1.12,9.05,1.94,185.82,267.89,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,249.00,0.00,249.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,12,2.00,1.0117,69,228,0.088662,536,48,0.089552,486,233,47.94,1605.52,21793.57,-20188.05,1.08,17.75,1.34,186.34,71.35,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,69.00,0.00,69.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,10,2.50,1.0141,258,150,0.041792,508,21,0.041339,485,236,48.66,2931.78,23414.49,-20482.71,1.14,14.36,2.27,186.00,260.82,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,258.00,0.00,258.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,14,1.50,1.0090,248,252,0.026650,505,16,0.031683,487,235,48.25,2966.18,23773.77,-20807.59,1.14,14.68,2.30,186.39,249.79,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,248.00,0.00,248.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,348,1.00,1.0717,77,221,0.031480,506,18,0.035573,486,236,48.56,3533.95,25265.68,-21731.73,1.16,16.14,2.68,186.10,91.34,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,77.00,0.00,77.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,346,1.50,1.1248,219,250,0.012065,494,5,0.010121,487,233,47.84,2664.25,23163.68,-20499.43,1.13,14.51,2.08,186.53,243.95,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,219.00,0.00,219.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,180,1.50,1.0669,83,701,0.019357,501,11,0.021956,488,230,47.13,2635.08,23536.15,-20901.07,1.13,13.70,2.06,185.77,96.37,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,83.00,0.00,83.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,342,2.50,1.2291,208,145,0.022346,503,14,0.027833,487,238,48.87,3136.31,23782.51,-20646.20,1.15,15.06,2.42,186.11,253.82,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,208.00,0.00,208.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,9,3.00,1.0166,113,998,0.068355,521,33,0.063340,486,226,46.50,1908.57,22505.30,-20596.73,1.09,17.39,1.58,186.33,116.32,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,113.00,0.00,113.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,175,3.00,1.1489,383,96,0.058635,521,35,0.067179,484,232,47.93,1480.17,21077.22,-19597.05,1.08,17.03,1.25,185.90,412.79,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,484,0.00,383.00,0.00,383.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,341,3.00,1.2813,53,993,0.048912,518,29,0.055985,487,227,46.61,1673.21,22082.64,-20409.43,1.08,15.09,1.38,186.27,109.25,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,53.00,0.00,53.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,177,2.50,1.1222,147,215,0.005502,492,2,0.004065,488,235,48.16,3047.36,24269.27,-21221.91,1.14,15.15,2.33,186.33,171.44,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,147.00,0.00,147.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,17,1.00,1.0057,162,550,0.027920,505,16,0.031683,487,234,48.05,3136.77,24348.51,-21211.74,1.15,12.51,2.41,185.83,163.15,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,162.00,0.00,162.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,183,1.00,1.0388,52,249,0.023058,500,10,0.020000,488,235,48.16,3289.16,24890.59,-21601.43,1.15,16.39,2.48,186.44,59.76,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,52.00,0.00,52.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,345,2.00,1.1778,160,879,0.042653,514,25,0.048638,487,226,46.41,1700.62,21290.76,-19590.14,1.09,13.12,1.40,185.99,195.55,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,160.00,0.00,160.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,179,2.00,1.0951,380,281,0.052376,520,34,0.065385,484,234,48.35,1891.90,21873.85,-19981.95,1.09,17.03,1.58,186.62,399.01,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,484,0.00,380.00,0.00,380.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,11,2.50,1.0147,422,968,0.015226,498,10,0.020080,486,227,46.71,1302.66,20779.85,-19477.19,1.07,17.34,1.11,186.17,424.94,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,422.00,0.00,422.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,13,2.00,1.0124,200,882,0.062099,522,34,0.065134,487,231,47.43,2522.01,22993.43,-20471.42,1.12,10.33,1.99,185.91,202.47,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,15,1.50,1.0093,47,743,0.006725,495,5,0.010101,488,232,47.54,2652.48,23712.15,-21059.67,1.13,13.45,2.06,185.70,48.86,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,47.00,0.00,47.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,349,1.00,1.0719,143,548,0.018197,494,5,0.010121,487,232,47.64,2961.63,23750.77,-20789.14,1.14,12.18,2.29,185.85,157.38,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,143.00,0.00,143.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,347,1.50,1.1251,17,740,0.067142,529,41,0.077505,486,230,47.33,2851.16,23368.07,-20516.91,1.14,13.55,2.25,186.00,42.02,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,17.00,0.00,17.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,181,1.50,1.0672,182,292,0.074435,539,50,0.092764,487,236,48.46,3389.22,24297.68,-20908.46,1.16,12.41,2.59,186.35,195.44,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,182.00,0.00,182.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,343,2.50,1.2297,372,963,0.095782,545,59,0.108257,484,229,47.31,230.03,18713.76,-18483.73,1.01,19.41,0.21,186.15,417.94,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,484,0.00,372.00,0.00,372.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,10,3.00,1.0173,309,180,0.041792,507,22,0.043393,483,235,48.65,2796.42,23053.93,-20257.51,1.14,15.91,2.18,186.38,312.47,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,483,0.00,309.00,0.00,309.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,342,3.00,1.2820,250,174,0.022346,502,14,0.027888,486,238,48.97,2972.73,23376.05,-20403.32,1.15,15.02,2.31,186.69,306.40,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,250.00,0.00,250.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,178,2.50,1.1228,311,1033,0.078939,529,42,0.079395,485,230,47.42,1543.22,20791.14,-19247.92,1.08,13.97,1.30,185.91,335.56,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,485,0.00,311.00,0.00,311.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,176,3.00,1.1497,580,1077,0.032069,493,10,0.020284,483,228,47.20,506.39,19020.98,-18514.59,1.03,15.10,0.45,185.97,609.93,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,483,0.00,580.00,0.00,580.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,18,1.00,1.0059,28,277,0.014637,498,8,0.016064,488,235,48.16,3464.84,25684.67,-22219.83,1.16,16.00,2.59,186.61,29.18,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,28.00,0.00,28.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,184,1.00,1.0390,118,576,0.009775,494,5,0.010121,487,232,47.64,2984.21,23712.30,-20728.09,1.14,11.85,2.31,185.70,125.80,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,118.00,0.00,118.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,180,2.00,1.0955,111,935,0.025810,503,13,0.025845,488,230,47.13,2395.50,23106.39,-20710.89,1.12,13.39,1.90,186.00,130.10,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,488,0.00,111.00,0.00,111.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,12,2.50,1.0153,86,285,0.088662,536,48,0.089552,486,233,47.94,1366.72,21285.12,-19918.40,1.07,17.55,1.15,186.46,89.05,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,86.00,0.00,86.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,346,2.00,1.1782,292,333,0.016086,495,7,0.014141,486,233,47.94,2219.10,22515.87,-20296.77,1.11,17.03,1.77,186.36,327.65,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,292.00,0.00,292.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,14,2.00,1.0128,331,337,0.035533,512,24,0.046875,486,234,48.15,2591.37,22684.41,-20093.04,1.13,15.76,2.06,186.37,333.56,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,486,0.00,331.00,0.00,331.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,16,1.50,1.0096,145,334,0.061805,520,31,0.059615,487,230,47.23,2700.30,23527.88,-20827.58,1.13,13.86,2.13,186.43,146.92,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,145.00,0.00,145.00,0.00,0.00,0.00,0.00,0
NDX100,PERIOD_H1,15,0,15:00,60,BREAKOUT,2.00,0.10,350,1.00,1.0721,8,275,0.004913,494,5,0.010121,487,235,48.25,3095.87,24329.89,-21234.02,1.15,14.87,2.35,186.89,22.42,250,8132.37,35462.00,510,1.0000,3.0000,0,200,0,600,0.000000,0.050000,487,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0
